norad_id,name,object_type,satellite_constellation,altitude_km,altitude_category,orbital_band,congestion_risk,inclination,eccentricity,launch_year_estimate,days_in_orbit_estimate,orbit_lifetime_category,mean_motion,epoch,data_source,snapshot_date,country,last_seen
41310,EUTELSAT 9B,PAYLOAD,Other,35786.55963885373,GEO,GEO,HIGH,0.0555,0.00045144,2023,0,<1yr,1.00271911,2025-11-11 04:35:38.738976,celestrak,2025-11-11,EUTE,2025-11-11
41328,NAVSTAR 76 (USA 266),PAYLOAD,Other,20182.327002165937,MEO,MEO,MEDIUM,55.3876,0.00906148,2023,0,<1yr,2.00562288,2025-11-10 23:35:35.265120,celestrak,2025-11-11,US,2025-11-11
41330,COSMOS 2514 [GLONASS-M],PAYLOAD,Glonass,19129.844974493797,MEO,MEO,MEDIUM,65.1513,0.00131215,2023,0,<1yr,2.13102532,2025-11-11 01:53:55.327776,celestrak,2025-11-11,CIS,2025-11-11
41335,SENTINEL-3A,PAYLOAD,Other,802.640633879756,Low LEO,LEO-Polar,MEDIUM,98.6244,0.00011303,2023,0,<1yr,14.26742324,2025-11-11 06:04:04.702080,celestrak,2025-11-11,ESA,2025-11-11
41340,HORYU-4,PAYLOAD,Other,425.8319344002757,Very Low LEO,LEO-Equatorial,HIGH,30.9929,0.0004903,2023,0,<1yr,15.46889455,2025-11-10 23:25:17.013504,celestrak,2025-11-11,JPN,2025-11-11
41380,SES-9,PAYLOAD,Other,35786.863525505316,GEO,GEO,HIGH,0.014,8.163e-05,2023,1,<1yr,1.00270827,2025-11-10 14:55:33.968352,celestrak,2025-11-11,SES,2025-11-11
41382,EUTELSAT 65 WEST A,PAYLOAD,Other,35786.736811955525,GEO,GEO,HIGH,0.0981,0.00027022,2023,0,<1yr,1.00271279,2025-11-11 05:30:38.492352,celestrak,2025-11-11,EUTE,2025-11-11
41384,IRNSS-1F,PAYLOAD,Other,35786.33116679436,GEO,GEO,HIGH,4.8003,0.00210118,2023,0,<1yr,1.00272726,2025-11-11 04:15:37.531008,celestrak,2025-11-11,IND,2025-11-11
41394,COSMOS 2515,PAYLOAD,Other,545.5310188597923,Low LEO,LEO-Polar,HIGH,97.9825,0.00228892,2023,0,<1yr,15.06948492,2025-11-11 06:34:30.423936,celestrak,2025-11-11,CIS,2025-11-11
41434,BEIDOU-2 IGSO-6,PAYLOAD,Beidou,35789.84661503289,GEO,GEO-Inclined,HIGH,59.9207,0.0058635,2023,1,<1yr,1.00260187,2025-11-10 02:24:17.116704,celestrak,2025-11-11,PRC,2025-11-11
41469,IRNSS-1G,PAYLOAD,Other,35785.07700843219,GEO,MEO,HIGH,4.6575,0.00020955,2023,0,<1yr,1.002772,2025-11-11 06:08:38.808672,celestrak,2025-11-11,IND,2025-11-11
41471,JCSAT-2B,PAYLOAD,Other,35787.05191555154,GEO,GEO,HIGH,0.0116,0.00012019,2023,0,<1yr,1.00270155,2025-11-11 05:28:38.678016,celestrak,2025-11-11,JPN,2025-11-11
41473,YAOGAN-30 01,PAYLOAD,Other,641.3854546650973,Low LEO,LEO-Polar,MEDIUM,97.9351,0.00149544,2023,0,<1yr,14.76187116,2025-11-11 07:32:31.716672,celestrak,2025-11-11,PRC,2025-11-11
41549,GSAT0211 (GALILEO 14),PAYLOAD,Galileo,23222.316063023427,MEO,MEO,MEDIUM,55.1646,0.00036413,2023,1,<1yr,1.70472851,2025-11-10 00:00:37.885536,celestrak,2025-11-11,ESA,2025-11-11
41550,GSAT0210 (GALILEO 13),PAYLOAD,Galileo,23222.25274344131,MEO,MEO,MEDIUM,55.1636,0.00018815,2023,1,<1yr,1.70473398,2025-11-10 20:16:07.100832,celestrak,2025-11-11,ESA,2025-11-11
41552,THAICOM 8,PAYLOAD,Other,35786.53721201152,GEO,GEO,HIGH,0.0859,0.00029521,2023,0,<1yr,1.00271991,2025-11-11 02:46:16.092192,celestrak,2025-11-11,THAI,2025-11-11
41556,ZIYUAN 3-2 (ZY 3-2),PAYLOAD,Other,501.6369625661782,Low LEO,LEO-Polar,HIGH,97.4067,0.00115538,2023,0,<1yr,15.21393329,2025-11-11 06:44:48.170112,celestrak,2025-11-11,PRC,2025-11-11
41579,COSMOS 2517 (GEO-IK 2),PAYLOAD,Other,942.9994241678178,Low LEO,LEO-Polar,LOW,99.1937,0.00010252,2023,0,<1yr,13.85909949,2025-11-11 08:02:31.087392,celestrak,2025-11-11,CIS,2025-11-11
41581,INTELSAT 31 (IS-31),PAYLOAD,Other,35787.69335458364,GEO,GEO,HIGH,0.0132,0.00017991,2023,1,<1yr,1.00267867,2025-11-10 07:10:49.291968,celestrak,2025-11-11,ITSO,2025-11-11
41586,BEIDOU-2 G7,PAYLOAD,Beidou,35786.04186673782,GEO,GEO,HIGH,1.679,0.00048766,2023,0,<1yr,1.00273758,2025-11-11 06:23:50.701056,celestrak,2025-11-11,PRC,2025-11-11
41588,ABS-2A (MONGOLSAT-1),PAYLOAD,Other,35785.34638952285,GEO,MEO,HIGH,0.0186,0.00020263,2023,1,<1yr,1.00276239,2025-11-10 02:46:48.091296,celestrak,2025-11-11,ABS,2025-11-11
41589,EUTELSAT 117 WEST B,PAYLOAD,Other,35786.51282285448,GEO,GEO,HIGH,0.0083,2.123e-05,2023,1,<1yr,1.00272078,2025-11-10 15:34:00.285024,celestrak,2025-11-11,EUTE,2025-11-11
41591,BRISAT,PAYLOAD,Other,35787.087519263965,GEO,GEO,HIGH,0.0161,0.00022298,2023,0,<1yr,1.00270028,2025-11-11 04:30:38.569824,celestrak,2025-11-11,INDO,2025-11-11
41592,ECHOSTAR 18,PAYLOAD,Other,35786.56356355418,GEO,GEO,HIGH,0.0162,0.00017143,2023,0,<1yr,1.00271897,2025-11-11 05:31:45.885216,celestrak,2025-11-11,US,2025-11-11
41599,CARTOSAT-2C,PAYLOAD,Other,508.20236552371625,Low LEO,LEO-Polar,HIGH,97.4805,0.00108915,2023,0,<1yr,15.19218114,2025-11-11 07:31:19.640064,celestrak,2025-11-11,IND,2025-11-11
41601,SKYSAT-C1,PAYLOAD,Other,470.5960579726561,Very Low LEO,LEO-Polar,HIGH,96.9873,0.00046111,2023,0,<1yr,15.31748287,2025-11-11 02:40:24.172896,celestrak,2025-11-11,US,2025-11-11
41603,LAPAN-A3,PAYLOAD,Other,472.2787215907938,Very Low LEO,LEO-Polar,HIGH,97.1433,0.0012732,2023,0,<1yr,15.31183958,2025-11-11 06:21:10.685664,celestrak,2025-11-11,INDO,2025-11-11
41604,BIROS,PAYLOAD,Other,332.18909475483815,Very Low LEO,LEO-Polar,MEDIUM,97.0743,8.33e-05,2023,0,<1yr,15.79382507,2025-11-11 01:54:47.381184,celestrak,2025-11-11,GER,2025-11-11
41605,M3MSAT,PAYLOAD,Other,306.3951859161698,Very Low LEO,LEO-Polar,MEDIUM,97.0592,0.00012174,2023,0,<1yr,15.88532973,2025-11-11 01:29:10.444416,celestrak,2025-11-11,CA,2025-11-11
41622,MUOS-5,PAYLOAD,Other,35786.90221257526,GEO,GEO,HIGH,2.6866,0.02016396,2023,0,<1yr,1.00270689,2025-11-11 07:10:44.692032,celestrak,2025-11-11,US,2025-11-11
41634,SJ 16-02,PAYLOAD,Other,589.9238996114309,Low LEO,LEO-Polar,HIGH,75.0012,0.00079147,2023,0,<1yr,14.92570506,2025-11-11 07:35:36.748320,celestrak,2025-11-11,PRC,2025-11-11
41725,TIANTONG-1 1,PAYLOAD,Other,35787.279836679314,GEO,GEO,HIGH,3.4426,0.00010684,2023,0,<1yr,1.00269342,2025-11-11 06:18:11.437632,celestrak,2025-11-11,PRC,2025-11-11
41727,GAOFEN-3,PAYLOAD,Other,751.1642114846136,Low LEO,LEO-Polar,MEDIUM,98.4049,0.00016486,2023,0,<1yr,14.42222664,2025-11-11 07:21:52.257312,celestrak,2025-11-11,PRC,2025-11-11
41729,JCSAT-16,PAYLOAD,Other,35787.03201114665,GEO,GEO,HIGH,0.0102,7.596e-05,2023,0,<1yr,1.00270226,2025-11-11 04:47:35.119392,celestrak,2025-11-11,JPN,2025-11-11
41731,QSS (MOZI),PAYLOAD,Other,349.93310518999715,Very Low LEO,LEO-Polar,MEDIUM,97.2959,0.00091261,2023,0,<1yr,15.73138645,2025-11-11 07:30:43.834176,celestrak,2025-11-11,PRC,2025-11-11
41744,USA 270,PAYLOAD,Other,35767.96541431564,GEO,MEO,HIGH,3.6326,3.71e-05,2023,2,<1yr,1.00338276,2025-11-09 18:33:03.083040,celestrak,2025-11-11,US,2025-11-11
41745,USA 271,PAYLOAD,Other,35740.75395029764,GEO,MEO,HIGH,3.604,0.0006272,2023,2,<1yr,1.00435529,2025-11-09 09:50:15.672768,celestrak,2025-11-11,US,2025-11-11
41747,INTELSAT 36 (IS-36),PAYLOAD,Other,35786.64261842919,GEO,GEO,HIGH,0.0129,0.00014217,2023,1,<1yr,1.00271615,2025-11-10 14:44:12.555744,celestrak,2025-11-11,ITSO,2025-11-11
41752,INSAT-3DR,PAYLOAD,Other,35786.65102854408,GEO,GEO,HIGH,0.1018,0.00139205,2023,0,<1yr,1.00271585,2025-11-11 02:44:53.723616,celestrak,2025-11-11,IND,2025-11-11
41770,PERUSAT 1,PAYLOAD,Other,697.8101752671455,Low LEO,LEO-Polar,MEDIUM,98.1744,0.00011658,2023,0,<1yr,14.58565339,2025-11-11 06:56:16.487808,celestrak,2025-11-11,PER,2025-11-11
41771,SKYSAT-C4,PAYLOAD,Other,443.2125894568944,Very Low LEO,LEO-Polar,HIGH,96.9417,0.00020715,2023,0,<1yr,15.4098106,2025-11-11 07:35:57.023808,celestrak,2025-11-11,US,2025-11-11
41772,SKYSAT-C5,PAYLOAD,Other,457.19742015013617,Very Low LEO,LEO-Polar,HIGH,97.0808,0.00040294,2023,0,<1yr,15.36254298,2025-11-11 01:58:12.709920,celestrak,2025-11-11,US,2025-11-11
41773,SKYSAT-C2,PAYLOAD,Other,457.2306866659628,Very Low LEO,LEO-Polar,HIGH,97.0408,0.00053843,2023,0,<1yr,15.36243083,2025-11-11 00:51:26.801568,celestrak,2025-11-11,US,2025-11-11
41774,SKYSAT-C3,PAYLOAD,Other,437.7636537588369,Very Low LEO,LEO-Polar,HIGH,96.9349,0.00017498,2023,0,<1yr,15.42829323,2025-11-11 01:51:41.828544,celestrak,2025-11-11,US,2025-11-11
41784,PISAT,PAYLOAD,Other,666.2553027028989,Low LEO,LEO-Polar,MEDIUM,97.8166,0.00292544,2023,0,<1yr,14.68376621,2025-11-11 06:32:02.904576,celestrak,2025-11-11,IND,2025-11-11
41785,ALSAT 1B,PAYLOAD,Other,654.640824599398,Low LEO,LEO-Polar,MEDIUM,97.7835,0.00087764,2023,0,<1yr,14.7201561,2025-11-11 08:00:40.378752,celestrak,2025-11-11,ALG,2025-11-11
41786,ALSAT 2B,PAYLOAD,Other,659.6171366075632,Low LEO,LEO-Polar,MEDIUM,98.0214,0.00014308,2023,0,<1yr,14.70454619,2025-11-11 06:59:37.392864,celestrak,2025-11-11,ALG,2025-11-11
41787,PATHFINDER 1,PAYLOAD,Other,669.9062727490937,Low LEO,LEO-Polar,MEDIUM,97.8145,0.00285553,2023,0,<1yr,14.67235814,2025-11-11 00:17:51.101664,celestrak,2025-11-11,US,2025-11-11
41790,SCATSAT 1,PAYLOAD,Other,633.2257050386952,Low LEO,LEO-Polar,MEDIUM,98.1505,0.00544717,2023,0,<1yr,14.78764822,2025-11-11 04:39:49.319712,celestrak,2025-11-11,IND,2025-11-11
41793,GSAT-18,PAYLOAD,Other,35786.78306789767,GEO,GEO,HIGH,0.0538,9.174e-05,2023,0,<1yr,1.00271114,2025-11-11 02:44:53.723616,celestrak,2025-11-11,IND,2025-11-11
41794,SKY MUSTER 2 (NBN1B),PAYLOAD,Other,35786.56356355418,GEO,GEO,HIGH,0.0125,0.00016655,2023,1,<1yr,1.00271897,2025-11-10 18:31:26.005728,celestrak,2025-11-11,AUS,2025-11-11
41836,HIMAWARI-9,PAYLOAD,Other,35785.660065538475,GEO,MEO,HIGH,0.0456,0.00016166,2023,1,<1yr,1.0027512,2025-11-10 21:55:43.932288,celestrak,2025-11-11,JPN,2025-11-11
41838,SHIJIAN-17 (SJ-17),PAYLOAD,Other,35784.4398734026,GEO,MEO,HIGH,5.199,0.0003043,2023,0,<1yr,1.00279473,2025-11-11 18:23:04.629120,celestrak,2025-11-11,PRC,2025-11-11
41847,CAS-2T & KS-1Q,ROCKET BODY,Other,745.2505877074464,Low LEO,LEO-Polar,MEDIUM,98.4066,0.03452942,2023,0,<1yr,14.44018972,2025-11-11 04:00:30.709440,celestrak,2025-11-11,PRC,2025-11-11
41849,RAVAN,PAYLOAD,Other,455.5162456703356,Very Low LEO,LEO-Polar,HIGH,98.0202,0.00092736,2023,0,<1yr,15.36821243,2025-11-11 04:00:16.699680,celestrak,2025-11-11,US,2025-11-11
41850,CELTEE 1,PAYLOAD,Other,516.0469861609145,Low LEO,LEO-Polar,HIGH,98.0901,4.975e-05,2023,1,<1yr,15.16625864,2025-11-10 11:26:38.718528,celestrak,2025-11-11,US,2025-11-11
41851,OPTICUBE 04,PAYLOAD,Other,541.4950387528188,Low LEO,LEO-Polar,HIGH,98.0852,0.00171287,2023,0,<1yr,15.0826711,2025-11-11 06:13:17.062464,celestrak,2025-11-11,US,2025-11-11
41852,AEROCUBE 8D,PAYLOAD,Other,505.0703953237271,Low LEO,LEO-Polar,HIGH,98.0933,0.00040605,2023,0,<1yr,15.20255135,2025-11-11 03:52:04.944576,celestrak,2025-11-11,US,2025-11-11
41853,AEROCUBE 8C,PAYLOAD,Other,504.5337381092959,Low LEO,LEO-Polar,HIGH,98.0793,0.00071437,2023,0,<1yr,15.20432945,2025-11-11 03:38:14.543808,celestrak,2025-11-11,US,2025-11-11
41854,PROMETHEUS 2-1,PAYLOAD,Other,325.4170191825051,Very Low LEO,LEO-Polar,MEDIUM,98.042,0.00061552,2023,0,<1yr,15.81776401,2025-11-11 04:42:57.058272,celestrak,2025-11-11,US,2025-11-11
41855,PROMETHEUS 2-3,PAYLOAD,Other,325.27260364243466,Very Low LEO,LEO-Polar,MEDIUM,98.0345,0.00058724,2023,0,<1yr,15.81827517,2025-11-11 04:55:25.131072,celestrak,2025-11-11,US,2025-11-11
41857,YUNHAI-1 01,PAYLOAD,Other,783.0178862313933,Low LEO,LEO-Polar,MEDIUM,98.5902,0.00048909,2023,0,<1yr,14.32610604,2025-11-11 08:05:56.963040,celestrak,2025-11-11,PRC,2025-11-11
41859,GSAT0207 (GALILEO 15),PAYLOAD,Galileo,23222.161642552528,MEO,MEO,MEDIUM,55.3625,0.00019552,2023,2,<1yr,1.70474185,2025-11-09 22:47:46.675392,celestrak,2025-11-11,ESA,2025-11-11
41860,GSAT0212 (GALILEO 16),PAYLOAD,Galileo,23222.14543662288,MEO,MEO,MEDIUM,55.3601,0.00026351,2023,1,<1yr,1.70474325,2025-11-10 09:21:47.774592,celestrak,2025-11-11,ESA,2025-11-11
41861,GSAT0213 (GALILEO 17),PAYLOAD,Galileo,23222.10885760606,MEO,MEO,MEDIUM,55.362,0.00016021,2023,1,<1yr,1.70474641,2025-11-10 04:06:28.812384,celestrak,2025-11-11,ESA,2025-11-11
41862,GSAT0214 (GALILEO 18),PAYLOAD,Galileo,23222.12946222822,MEO,MEO,MEDIUM,55.3612,7.252e-05,2023,1,<1yr,1.70474463,2025-11-10 21:41:21.376896,celestrak,2025-11-11,ESA,2025-11-11
41866,GOES 16,PAYLOAD,Other,35786.761481775546,GEO,GEO,HIGH,0.0817,0.00032113,2023,0,<1yr,1.00271191,2025-11-11 07:09:08.531424,celestrak,2025-11-11,US,2025-11-11
41869,TIANLIAN 1-04,PAYLOAD,Other,35785.83610789575,GEO,MEO,HIGH,0.3022,0.00461529,2023,0,<1yr,1.00274492,2025-11-11 01:31:45.731136,celestrak,2025-11-11,PRC,2025-11-11
41875,GOKTURK 1A,PAYLOAD,Other,684.4000724414182,Low LEO,LEO-Polar,MEDIUM,98.1433,0.00013276,2023,0,<1yr,14.62721521,2025-11-11 07:26:37.991616,celestrak,2025-11-11,TURK,2025-11-11
41877,RESOURCESAT-2A,PAYLOAD,Other,819.9459448396565,Low LEO,LEO-Polar,MEDIUM,98.7791,0.00020661,2023,0,<1yr,14.21600252,2025-11-11 07:21:53.486784,celestrak,2025-11-11,IND,2025-11-11
41879,WGS F8 (USA 272),PAYLOAD,Other,35786.719430967634,GEO,GEO,HIGH,0.0143,1.898e-05,2023,1,<1yr,1.00271341,2025-11-10 15:21:38.644704,celestrak,2025-11-11,US,2025-11-11
41882,FENGYUN 4A,PAYLOAD,Other,35786.3286438073,GEO,GEO,HIGH,1.7681,0.00050658,2023,0,<1yr,1.00272735,2025-11-11 06:24:40.815648,celestrak,2025-11-11,PRC,2025-11-11
41884,CYGFM05,PAYLOAD,Other,428.3680206318586,Very Low LEO,LEO-Equatorial,HIGH,34.9594,0.00115375,2023,0,<1yr,15.46024985,2025-11-11 05:51:31.704480,celestrak,2025-11-11,US,2025-11-11
41885,CYGFM04,PAYLOAD,Other,421.8068806592428,Very Low LEO,LEO-Equatorial,HIGH,34.9341,0.00107154,2023,0,<1yr,15.48263121,2025-11-11 04:28:39.572832,celestrak,2025-11-11,US,2025-11-11
41886,CYGFM02,PAYLOAD,Other,417.32272075459514,Very Low LEO,LEO-Equatorial,HIGH,34.9427,0.00123199,2023,0,<1yr,15.49795866,2025-11-11 03:36:29.416608,celestrak,2025-11-11,US,2025-11-11
41887,CYGFM01,PAYLOAD,Other,426.80214022736163,Very Low LEO,LEO-Equatorial,HIGH,34.9425,0.00110365,2023,0,<1yr,15.46558648,2025-11-11 05:56:29.766336,celestrak,2025-11-11,US,2025-11-11
41888,CYGFM08,PAYLOAD,Other,423.5695587670789,Very Low LEO,LEO-Equatorial,HIGH,34.9451,0.00128677,2023,0,<1yr,15.47661306,2025-11-11 03:12:12.977856,celestrak,2025-11-11,US,2025-11-11
41890,CYGFM07,PAYLOAD,Other,421.98715407352665,Very Low LEO,LEO-Equatorial,HIGH,34.9465,0.00110635,2023,0,<1yr,15.48201554,2025-11-11 03:31:54.468480,celestrak,2025-11-11,US,2025-11-11
41891,CYGFM03,PAYLOAD,Other,422.2259695211851,Very Low LEO,LEO-Equatorial,HIGH,34.942,0.00102974,2023,0,<1yr,15.4812,2025-11-11 04:11:49.242336,celestrak,2025-11-11,US,2025-11-11
41893,ECHOSTAR 19,PAYLOAD,Other,35786.84306064188,GEO,GEO,HIGH,0.0115,0.00015483,2023,1,<1yr,1.002709,2025-11-10 20:47:50.436672,celestrak,2025-11-11,US,2025-11-11
41896,ARASE (ERG),PAYLOAD,Other,16124.606880476542,MEO,MEO,LOW,31.491,0.6987181,2023,2,<1yr,2.57187316,2025-11-09 12:14:28.560192,celestrak,2025-11-11,JPN,2025-11-11
41898,TANSAT,PAYLOAD,Other,694.0172599784473,Low LEO,LEO-Polar,MEDIUM,98.5264,0.00193791,2023,0,<1yr,14.59738876,2025-11-11 06:58:06.818880,celestrak,2025-11-11,PRC,2025-11-11
41899,YIJIAN,PAYLOAD,Other,692.0315988343464,Low LEO,LEO-Polar,MEDIUM,98.525,0.00197352,2023,1,<1yr,14.60353872,2025-11-10 22:31:55.445088,celestrak,2025-11-11,PRC,2025-11-11
41900,SPARK 1,PAYLOAD,Other,695.0443130871263,Low LEO,LEO-Polar,MEDIUM,98.5327,0.00225943,2023,1,<1yr,14.59420948,2025-11-10 16:08:54.293568,celestrak,2025-11-11,PRC,2025-11-11
41901,SPARK 2,PAYLOAD,Other,697.1667937750326,Low LEO,LEO-Polar,MEDIUM,98.529,0.00242926,2023,0,<1yr,14.58764292,2025-11-11 04:26:15.771264,celestrak,2025-11-11,PRC,2025-11-11
41903,JCSAT-110A (JCSAT-15),PAYLOAD,Other,35787.05527967864,GEO,GEO,HIGH,0.0145,8.775e-05,2023,0,<1yr,1.00270143,2025-11-11 06:24:38.700576,celestrak,2025-11-11,JPN,2025-11-11
41904,STAR ONE D1,PAYLOAD,Other,35786.880626300655,GEO,GEO,HIGH,0.0376,0.00023003,2023,0,<1yr,1.00270766,2025-11-11 05:25:16.506336,celestrak,2025-11-11,BRAZ,2025-11-11
41911,TJS-2,PAYLOAD,Other,35786.92239716872,GEO,GEO,HIGH,0.2657,0.0002432,2023,0,<1yr,1.00270617,2025-11-11 02:42:46.427040,celestrak,2025-11-11,PRC,2025-11-11
41914,JILIN-1 03,PAYLOAD,Other,460.4405285122657,Very Low LEO,LEO-Polar,HIGH,97.2009,0.0004725,2023,0,<1yr,15.35161604,2025-11-11 06:40:48.741024,celestrak,2025-11-11,PRC,2025-11-11
41917,IRIDIUM 106,PAYLOAD,Other,777.6691434388804,Low LEO,LEO-Polar,MEDIUM,86.4011,0.00016641,2023,0,<1yr,14.34217152,2025-11-11 03:19:38.191008,celestrak,2025-11-11,US,2025-11-11
41918,IRIDIUM 103,PAYLOAD,Other,777.6684149944031,Low LEO,LEO-Polar,MEDIUM,86.401,0.00020009,2023,0,<1yr,14.34217371,2025-11-11 03:01:22.226016,celestrak,2025-11-11,US,2025-11-11
41919,IRIDIUM 109,PAYLOAD,Other,777.6693662963607,Low LEO,LEO-Polar,MEDIUM,86.4016,0.00019342,2023,0,<1yr,14.34217085,2025-11-11 03:10:30.251712,celestrak,2025-11-11,US,2025-11-11
41920,IRIDIUM 102,PAYLOAD,Other,777.6690336732627,Low LEO,LEO-Polar,MEDIUM,86.4013,0.00019976,2023,0,<1yr,14.34217185,2025-11-11 04:05:18.252960,celestrak,2025-11-11,US,2025-11-11
41921,IRIDIUM 105,PAYLOAD,Other,777.6656076576019,Low LEO,LEO-Polar,MEDIUM,86.3973,0.00020459,2023,0,<1yr,14.34218215,2025-11-11 06:44:05.595648,celestrak,2025-11-11,US,2025-11-11
41922,IRIDIUM 104,PAYLOAD,Other,777.6579407150848,Low LEO,LEO-Polar,MEDIUM,86.4012,0.00023488,2023,0,<1yr,14.3422052,2025-11-11 02:43:05.809152,celestrak,2025-11-11,US,2025-11-11
41923,IRIDIUM 114,PAYLOAD,Other,777.6805624123872,Low LEO,LEO-Polar,MEDIUM,86.401,0.00020578,2023,0,<1yr,14.34213719,2025-11-11 04:32:42.481248,celestrak,2025-11-11,US,2025-11-11
41924,IRIDIUM 108,PAYLOAD,Other,777.6663693636419,Low LEO,LEO-Polar,MEDIUM,86.3968,0.00021396,2023,0,<1yr,14.34217986,2025-11-11 06:53:54.458304,celestrak,2025-11-11,US,2025-11-11
41925,IRIDIUM 112,PAYLOAD,Other,777.6692698356583,Low LEO,LEO-Polar,MEDIUM,86.401,0.00021224,2023,0,<1yr,14.34217114,2025-11-11 04:14:26.282976,celestrak,2025-11-11,US,2025-11-11
41926,IRIDIUM 111,PAYLOAD,Other,777.6688873191115,Low LEO,LEO-Polar,MEDIUM,86.401,0.0001971,2023,0,<1yr,14.34217229,2025-11-11 03:56:10.206528,celestrak,2025-11-11,US,2025-11-11
41937,SBIRS GEO-4 (USA 273),PAYLOAD,Other,35786.591316819155,GEO,GEO,HIGH,1.8551,0.00022571,2023,0,<1yr,1.00271798,2025-11-11 04:12:30.328992,celestrak,2025-11-11,US,2025-11-11
41942,HISPASAT 36W-1,PAYLOAD,Other,35786.78671231062,GEO,GEO,HIGH,0.0059,0.00010779,2023,0,<1yr,1.00271101,2025-11-11 03:56:16.882656,celestrak,2025-11-11,SPN,2025-11-11
41944,TELKOM 3S,PAYLOAD,Other,35786.920715118344,GEO,GEO,HIGH,0.0113,0.0002918,2023,0,<1yr,1.00270623,2025-11-11 06:16:38.516160,celestrak,2025-11-11,INDO,2025-11-11
41945,INTELSAT 32E (IS-32E),PAYLOAD,Other,35786.5091785007,GEO,GEO,HIGH,0.0102,1.547e-05,2023,1,<1yr,1.00272091,2025-11-10 05:38:39.125184,celestrak,2025-11-11,ITSO,2025-11-11
41948,CARTOSAT-2D,PAYLOAD,Other,508.1221116374318,Low LEO,LEO-Polar,HIGH,97.4427,0.00043842,2023,0,<1yr,15.19244672,2025-11-11 06:46:02.594208,celestrak,2025-11-11,IND,2025-11-11
42063,SENTINEL-2B,PAYLOAD,Other,789.0051620833128,Low LEO,LEO-Polar,MEDIUM,98.5658,0.00010186,2023,0,<1yr,14.30815821,2025-11-11 07:19:43.832352,celestrak,2025-11-11,ESA,2025-11-11
42070,ECHOSTAR 23,PAYLOAD,Other,35786.76288347095,GEO,GEO,HIGH,0.016,0.00019963,2023,0,<1yr,1.00271186,2025-11-11 00:09:46.088352,celestrak,2025-11-11,US,2025-11-11
42075,WGS F9 (USA 275),PAYLOAD,Other,35787.19965743202,GEO,GEO,HIGH,0.0136,5.457e-05,2023,0,<1yr,1.00269628,2025-11-11 04:43:38.703072,celestrak,2025-11-11,US,2025-11-11
42432,SES-10,PAYLOAD,Other,35786.5739359812,GEO,GEO,HIGH,0.0517,0.00027604,2023,1,<1yr,1.0027186,2025-11-10 17:30:54.306144,celestrak,2025-11-11,SES,2025-11-11
42662,CHINASAT 16 (SJ-13),PAYLOAD,Other,35786.8629648238,GEO,GEO,HIGH,0.0506,0.0007919,2023,0,<1yr,1.00270829,2025-11-11 18:20:02.279328,celestrak,2025-11-11,PRC,2025-11-11
42691,KOREASAT 7,PAYLOAD,Other,35786.868291299,GEO,GEO,HIGH,0.0294,0.00016431,2023,0,<1yr,1.0027081,2025-11-11 06:16:38.516160,celestrak,2025-11-11,SKOR,2025-11-11
42692,SGDC,PAYLOAD,Other,35786.71494555431,GEO,GEO,HIGH,0.05,0.00036901,2023,0,<1yr,1.00271357,2025-11-11 01:37:22.621152,celestrak,2025-11-11,BRAZ,2025-11-11
42695,GSAT-9,PAYLOAD,Other,35787.13433685847,GEO,GEO,HIGH,0.0121,0.00030759,2023,0,<1yr,1.00269861,2025-11-11 03:08:38.552928,celestrak,2025-11-11,IND,2025-11-11
42698,INMARSAT 5-F4,PAYLOAD,Other,35786.60224993608,GEO,GEO,HIGH,0.013,4.843e-05,2023,1,<1yr,1.00271759,2025-11-10 04:24:01.275840,celestrak,2025-11-11,IM,2025-11-11
42709,SES-15,PAYLOAD,Other,35786.241741150094,GEO,GEO,HIGH,0.0218,8.458e-05,2023,0,<1yr,1.00273045,2025-11-11 01:46:59.272032,celestrak,2025-11-11,SES,2025-11-11
42719,COSMOS 2518,PAYLOAD,Other,20161.96308673088,MEO,MEO,MEDIUM,63.0725,0.7092212,2023,3,<1yr,2.00793166,2025-11-08 03:12:49.259808,celestrak,2025-11-11,CIS,2025-11-11
42738,QZS-2 (MICHIBIKI-2),PAYLOAD,Other,35792.70543691846,GEO,GEO-Inclined,HIGH,39.7961,0.07439562,2023,18,<1yr,1.00249992,2025-10-24 17:11:29.770656,celestrak,2025-11-11,JPN,2025-11-11
42740,VIASAT-2,PAYLOAD,Other,35785.46720595695,GEO,MEO,HIGH,0.0163,2.559e-05,2023,1,<1yr,1.00275808,2025-11-10 12:21:56.188224,celestrak,2025-11-11,US,2025-11-11
42741,EUTELSAT 172B,PAYLOAD,Other,35786.95519718461,GEO,GEO,HIGH,0.0237,1.464e-05,2023,0,<1yr,1.002705,2025-11-11 04:55:41.840832,celestrak,2025-11-11,EUTE,2025-11-11
42747,GSAT-19,PAYLOAD,Other,35786.95519718461,GEO,GEO,HIGH,0.1203,0.00042422,2023,0,<1yr,1.002705,2025-11-11 04:20:14.588160,celestrak,2025-11-11,IND,2025-11-11
42749,ECHOSTAR 21,PAYLOAD,Other,35786.680463979224,GEO,GEO,HIGH,1.8594,0.00026417,2023,0,<1yr,1.0027148,2025-11-11 04:09:30.616128,celestrak,2025-11-11,US,2025-11-11
